[coverage strength]
6
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S12_select_recurrenceFieldSelect,S2_type_amount,S10_type_firstPaymentDate,S1_wait_input,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S14_submit_submitButton,S18_click_cssInputButton,S0_type_memberUserName,S13_click_calculatePaymentsButton
invalidRecurrenceNumberLef,invalidPaymentCountLef,DAYS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,DAYS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,DAYS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,MONTHS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,MONTHS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,MONTHS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,MONTHS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,MONTHS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,MONTHS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
