[coverage strength]
5
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S12_select_recurrenceFieldSelect,S10_type_firstPaymentDate,S7_select_schedulingTypeSelect_index_1,S2_type_amount,S5_select_schedulingTypeSelect_index_3,S1_wait_input,S18_click_cssInputButton,S0_type_memberUserName,S3_select_schedulingTypeSelect_index_3,S13_submit_submitButton
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,02/02/2012,IMMEDIATELY,validAcceptableAmount,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidPaymentPastDate,IMMEDIATELY,invalidAmountLeft,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,invalidPaymentFutureDate,IMMEDIATELY,invalidAmountRight,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,02/02/2012,IMMEDIATELY,validAcceptableAmount,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,invalidPaymentPastDate,IMMEDIATELY,invalidAmountLeft,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidPaymentFutureDate,IMMEDIATELY,validAcceptableAmount,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,02/02/2012,IMMEDIATELY,invalidAmountLeft,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidPaymentPastDate,IMMEDIATELY,invalidAmountRight,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidPaymentFutureDate,IMMEDIATELY,invalidAmountLeft,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,02/02/2012,IMMEDIATELY,invalidAmountRight,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidPaymentPastDate,IMMEDIATELY,validAcceptableAmount,MULTIPLE_FUTURE,action,action,test1,MULTIPLE_FUTURE,action
