[coverage strength]
6
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S12_select_recurrenceFieldSelect,S10_type_firstPaymentDate,S8c3_submit_submitButton,S7_select_schedulingTypeSelect_index_2,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S1_wait_input,S6_select_schedulingTypeSelect_index_3,S18_click_cssInputButton,S0_type_memberUserName,S14_type_description,S13_click_calculatePaymentsButton
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,invalidPaymentFutureDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,02/02/2012,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,invalidPaymentFutureDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,02/02/2012,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,invalidPaymentPastDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidPaymentFutureDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,02/02/2012,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidPaymentFutureDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,02/02/2012,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,invalidPaymentFutureDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,02/02/2012,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidPaymentFutureDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,02/02/2012,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidPaymentFutureDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,02/02/2012,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidPaymentPastDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidPaymentPastDate,action,SINGLE_FUTURE,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,action,test1,anyString,action
