[coverage strength]
6
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S12_select_recurrenceFieldSelect,S10_type_firstPaymentDate,S14_submit_submitButton,S3_select_schedulingTypeSelect_index_3,S2_type_amount,S1_wait_input,S18_click_cssInputButton,S0_type_memberUserName,S13_click_calculatePaymentsButton
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,02/02/2012,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,02/02/2012,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,02/02/2012,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,DAYS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,DAYS,02/02/2012,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,WEEKS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,WEEKS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,MONTHS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,MONTHS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,MONTHS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,MONTHS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,02/02/2012,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,MONTHS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,MONTHS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,02/02/2012,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidPaymentPastDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,DAYS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,02/02/2012,action,MULTIPLE_FUTURE,validAcceptableAmount,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,WEEKS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidPaymentFutureDate,action,MULTIPLE_FUTURE,invalidAmountRight,action,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,02/02/2012,action,MULTIPLE_FUTURE,invalidAmountLeft,action,action,test1,action
